"Year","Sex of child","Birth order","Citizenship of mother","Marital status of mother","Age class of mother","Less than 20 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-59 years","60-69 years","70 years or more","Unknown"
"2017","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,1,213,2344,1870,495,120,51,0,1,0
"2017","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,1,41,506,1787,984,254,102,10,1,0
"2017","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,0,4,38,207,351,171,55,2,1,0
"2017","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,5,14,19,16,1,0,0
"2017","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,2,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,4,22,15,3,4,0,1,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,3,136,313,124,32,6,6,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,50,659,634,183,42,22,2,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,1,6,98,751,380,107,36,5,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,1,11,64,150,72,23,3,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,5,7,5,1,0,0
"2017","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,1,2,2,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,2,17,48,15,7,1,1,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,6,131,166,57,17,11,1,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,17,173,139,55,28,2,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,0,18,65,43,20,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,1,0,8,5,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2017","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",21,63,21,6,2,1,0,0,0,0,33
"2017","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",10,232,315,149,39,15,7,1,0,0,139
"2017","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",2,92,823,791,292,98,35,21,1,0,176
"2017","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",0,25,342,1483,1120,349,130,44,4,0,164
"2017","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,5,81,496,1116,641,233,102,8,0,148
"2017","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,1,13,51,157,228,122,82,2,1,51
"2017","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,1,5,10,11,11,10,0,0,8
"2017","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,1,1,0,6
"2018","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",1,12,11,1,0,0,1,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Married","20-24 years",1,218,630,219,69,12,3,2,1,0,0
"2018","Boy","First child","Citizenship of mother - total","Married","25-29 years",0,84,1715,1803,492,108,36,25,1,1,0
"2018","Boy","First child","Citizenship of mother - total","Married","30-34 years",0,19,439,2951,1882,450,118,51,8,2,0
"2018","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,4,72,515,1248,620,192,96,16,5,0
"2018","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,1,10,42,131,216,138,75,9,3,0
"2018","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,1,1,3,7,17,18,4,0,0
"2018","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,0,2,4,1,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",0,2,1,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","20-24 years",0,48,199,96,22,8,1,1,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,25,878,1242,382,98,32,11,1,1,0
"2018","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,7,228,2551,2008,471,122,54,2,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,1,33,506,1964,1006,256,82,10,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,6,48,190,349,149,63,9,1,0
"2018","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,1,7,19,11,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,1,0
"2018","Boy","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,1,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","20-24 years",0,5,25,16,3,2,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","25-29 years",0,2,148,326,104,35,10,6,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","30-34 years",0,0,55,696,659,189,57,19,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","35-39 years",0,0,6,149,785,408,118,43,2,1,0
"2018","Boy","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,10,69,144,79,32,3,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,1,4,7,3,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,1,0,3,2,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,1,26,58,13,5,4,3,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,10,129,182,60,29,9,2,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,1,33,226,158,51,20,1,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,1,21,71,49,24,1,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,5,8,1,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Boy","Mother not married","Citizenship of mother - total","Other","Less than 20 years",29,43,13,8,3,1,1,0,0,0,37
"2018","Boy","Mother not married","Citizenship of mother - total","Other","20-24 years",14,244,310,145,42,12,5,1,0,0,131
"2018","Boy","Mother not married","Citizenship of mother - total","Other","25-29 years",2,95,871,856,291,86,40,13,0,0,146
"2018","Boy","Mother not married","Citizenship of mother - total","Other","30-34 years",0,27,338,1713,1198,374,122,51,7,0,159
"2018","Boy","Mother not married","Citizenship of mother - total","Other","35-39 years",0,11,101,496,1326,711,270,111,8,0,138
"2018","Boy","Mother not married","Citizenship of mother - total","Other","40-44 years",0,2,18,53,201,285,161,76,4,2,60
"2018","Boy","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,2,6,7,21,26,10,2,0,17
"2018","Boy","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,1,2,0,0,1
"2018","Girl","First child","Citizenship of mother - total","Married","Less than 20 years",0,20,9,9,1,2,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Married","20-24 years",3,218,547,202,56,22,4,2,1,0,0
"2018","Girl","First child","Citizenship of mother - total","Married","25-29 years",1,76,1595,1694,493,103,43,22,4,0,0
"2018","Girl","First child","Citizenship of mother - total","Married","30-34 years",0,12,386,2825,1697,428,109,55,6,0,0
"2018","Girl","First child","Citizenship of mother - total","Married","35-39 years",0,4,63,470,1239,649,167,98,7,1,0
"2018","Girl","First child","Citizenship of mother - total","Married","40-44 years",0,1,6,44,121,249,109,62,6,1,0
"2018","Girl","First child","Citizenship of mother - total","Married","45-49 years",0,0,0,2,8,13,20,18,2,0,0
"2018","Girl","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,1,1,1,0,3,1,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",0,1,1,2,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Married","20-24 years",0,48,194,107,23,8,1,1,2,0,0
"2018","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,20,794,1210,369,88,18,14,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,9,233,2409,1924,470,107,46,2,1,0
"2018","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,2,41,492,1952,999,253,94,6,1,0
"2018","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,0,3,49,158,348,155,69,4,1,0
"2018","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,7,12,12,16,4,0,0
"2018","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,3,1,1,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,4,18,13,5,1,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,2,179,269,91,34,11,2,1,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,36,657,666,170,43,13,1,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,5,124,729,446,104,41,1,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,12,52,132,66,25,3,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,3,6,2,1,0,0
"2018","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,0,1,2,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,23,43,12,7,3,1,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,8,133,146,64,19,5,1,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,1,23,180,159,44,17,4,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,1,3,16,67,38,15,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,1,3,4,7,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,1,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2018","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",25,50,22,4,1,0,0,1,0,0,30
"2018","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",10,268,309,126,36,11,5,2,0,0,132
"2018","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",1,86,801,846,300,98,35,14,0,0,183
"2018","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",0,25,396,1585,1154,361,114,45,6,1,144
"2018","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,9,89,473,1211,642,243,84,7,1,120
"2018","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,3,14,73,186,258,154,70,4,0,77
"2018","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,3,11,17,15,13,0,0,10
"2018","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,1,1,2,1,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",0,9,7,1,3,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","20-24 years",1,199,554,192,52,10,2,4,1,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","25-29 years",0,66,1656,1738,459,107,32,21,2,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","30-34 years",0,19,450,3092,1797,436,112,55,4,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,4,60,483,1289,611,192,79,17,1,0
"2019","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,0,7,38,124,232,127,78,4,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,0,5,7,15,19,18,2,0,0
"2019","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,2,2,3,2,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",0,1,1,0,0,1,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","20-24 years",0,49,191,89,31,10,2,3,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,16,821,1224,350,84,30,12,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,3,258,2413,1896,484,110,47,4,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,0,35,510,1922,968,236,90,11,2,0
"2019","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,6,41,189,343,173,54,2,0,0
"2019","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,2,4,11,7,11,1,1,0
"2019","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2019","Boy","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
