"Tipo di popolazione","Anno","Età","Sesso","Stato civile","Popolazione residente permanente e non permanente"
"Popolazione residente permanente","2019","88 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","88 anni","Donna","Celibe/nubile",1181
"Popolazione residente permanente","2019","88 anni","Donna","Coniugato, in unione domestica registrata",3122
"Popolazione residente permanente","2019","88 anni","Donna","Vedovo, unione domestica sciolta per decesso",10895
"Popolazione residente permanente","2019","88 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1172
"Popolazione residente permanente","2019","88 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","89 anni","Uomo","Celibe/nubile",320
"Popolazione residente permanente","2019","89 anni","Uomo","Coniugato, in unione domestica registrata",4662
"Popolazione residente permanente","2019","89 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2481
"Popolazione residente permanente","2019","89 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",364
"Popolazione residente permanente","2019","89 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","89 anni","Donna","Celibe/nubile",1114
"Popolazione residente permanente","2019","89 anni","Donna","Coniugato, in unione domestica registrata",2458
"Popolazione residente permanente","2019","89 anni","Donna","Vedovo, unione domestica sciolta per decesso",10363
"Popolazione residente permanente","2019","89 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1047
"Popolazione residente permanente","2019","89 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","90 anni","Uomo","Celibe/nubile",256
"Popolazione residente permanente","2019","90 anni","Uomo","Coniugato, in unione domestica registrata",3500
"Popolazione residente permanente","2019","90 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2153
"Popolazione residente permanente","2019","90 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",289
"Popolazione residente permanente","2019","90 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","90 anni","Donna","Celibe/nubile",989
"Popolazione residente permanente","2019","90 anni","Donna","Coniugato, in unione domestica registrata",1650
"Popolazione residente permanente","2019","90 anni","Donna","Vedovo, unione domestica sciolta per decesso",9124
"Popolazione residente permanente","2019","90 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",884
"Popolazione residente permanente","2019","90 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","91 anni","Uomo","Celibe/nubile",181
"Popolazione residente permanente","2019","91 anni","Uomo","Coniugato, in unione domestica registrata",2608
"Popolazione residente permanente","2019","91 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1943
"Popolazione residente permanente","2019","91 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",198
"Popolazione residente permanente","2019","91 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2019","91 anni","Donna","Celibe/nubile",835
"Popolazione residente permanente","2019","91 anni","Donna","Coniugato, in unione domestica registrata",1183
"Popolazione residente permanente","2019","91 anni","Donna","Vedovo, unione domestica sciolta per decesso",8061
"Popolazione residente permanente","2019","91 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",684
"Popolazione residente permanente","2019","91 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","92 anni","Uomo","Celibe/nubile",148
"Popolazione residente permanente","2019","92 anni","Uomo","Coniugato, in unione domestica registrata",1843
"Popolazione residente permanente","2019","92 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1548
"Popolazione residente permanente","2019","92 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",166
"Popolazione residente permanente","2019","92 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","92 anni","Donna","Celibe/nubile",708
"Popolazione residente permanente","2019","92 anni","Donna","Coniugato, in unione domestica registrata",780
"Popolazione residente permanente","2019","92 anni","Donna","Vedovo, unione domestica sciolta per decesso",6737
"Popolazione residente permanente","2019","92 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",540
"Popolazione residente permanente","2019","92 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","93 anni","Uomo","Celibe/nubile",116
"Popolazione residente permanente","2019","93 anni","Uomo","Coniugato, in unione domestica registrata",1342
"Popolazione residente permanente","2019","93 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1322
"Popolazione residente permanente","2019","93 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",112
"Popolazione residente permanente","2019","93 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","93 anni","Donna","Celibe/nubile",618
"Popolazione residente permanente","2019","93 anni","Donna","Coniugato, in unione domestica registrata",519
"Popolazione residente permanente","2019","93 anni","Donna","Vedovo, unione domestica sciolta per decesso",5648
"Popolazione residente permanente","2019","93 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",394
"Popolazione residente permanente","2019","93 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","94 anni","Uomo","Celibe/nubile",85
"Popolazione residente permanente","2019","94 anni","Uomo","Coniugato, in unione domestica registrata",911
"Popolazione residente permanente","2019","94 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1055
"Popolazione residente permanente","2019","94 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",77
"Popolazione residente permanente","2019","94 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","94 anni","Donna","Celibe/nubile",482
"Popolazione residente permanente","2019","94 anni","Donna","Coniugato, in unione domestica registrata",349
"Popolazione residente permanente","2019","94 anni","Donna","Vedovo, unione domestica sciolta per decesso",4541
"Popolazione residente permanente","2019","94 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",305
"Popolazione residente permanente","2019","94 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","95 anni","Uomo","Celibe/nubile",54
"Popolazione residente permanente","2019","95 anni","Uomo","Coniugato, in unione domestica registrata",582
"Popolazione residente permanente","2019","95 anni","Uomo","Vedovo, unione domestica sciolta per decesso",781
"Popolazione residente permanente","2019","95 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",51
"Popolazione residente permanente","2019","95 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","95 anni","Donna","Celibe/nubile",373
"Popolazione residente permanente","2019","95 anni","Donna","Coniugato, in unione domestica registrata",207
"Popolazione residente permanente","2019","95 anni","Donna","Vedovo, unione domestica sciolta per decesso",3624
"Popolazione residente permanente","2019","95 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",262
"Popolazione residente permanente","2019","95 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","96 anni","Uomo","Celibe/nubile",42
"Popolazione residente permanente","2019","96 anni","Uomo","Coniugato, in unione domestica registrata",368
"Popolazione residente permanente","2019","96 anni","Uomo","Vedovo, unione domestica sciolta per decesso",607
"Popolazione residente permanente","2019","96 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",32
"Popolazione residente permanente","2019","96 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","96 anni","Donna","Celibe/nubile",309
"Popolazione residente permanente","2019","96 anni","Donna","Coniugato, in unione domestica registrata",107
"Popolazione residente permanente","2019","96 anni","Donna","Vedovo, unione domestica sciolta per decesso",2623
"Popolazione residente permanente","2019","96 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",161
"Popolazione residente permanente","2019","96 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","97 anni","Uomo","Celibe/nubile",19
"Popolazione residente permanente","2019","97 anni","Uomo","Coniugato, in unione domestica registrata",210
"Popolazione residente permanente","2019","97 anni","Uomo","Vedovo, unione domestica sciolta per decesso",404
"Popolazione residente permanente","2019","97 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",15
"Popolazione residente permanente","2019","97 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","97 anni","Donna","Celibe/nubile",190
"Popolazione residente permanente","2019","97 anni","Donna","Coniugato, in unione domestica registrata",63
"Popolazione residente permanente","2019","97 anni","Donna","Vedovo, unione domestica sciolta per decesso",1834
"Popolazione residente permanente","2019","97 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",125
"Popolazione residente permanente","2019","97 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","98 anni","Uomo","Celibe/nubile",15
"Popolazione residente permanente","2019","98 anni","Uomo","Coniugato, in unione domestica registrata",137
"Popolazione residente permanente","2019","98 anni","Uomo","Vedovo, unione domestica sciolta per decesso",292
"Popolazione residente permanente","2019","98 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",11
"Popolazione residente permanente","2019","98 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","98 anni","Donna","Celibe/nubile",155
"Popolazione residente permanente","2019","98 anni","Donna","Coniugato, in unione domestica registrata",36
"Popolazione residente permanente","2019","98 anni","Donna","Vedovo, unione domestica sciolta per decesso",1347
"Popolazione residente permanente","2019","98 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",80
"Popolazione residente permanente","2019","98 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","99 anni","Uomo","Celibe/nubile",15
"Popolazione residente permanente","2019","99 anni","Uomo","Coniugato, in unione domestica registrata",66
"Popolazione residente permanente","2019","99 anni","Uomo","Vedovo, unione domestica sciolta per decesso",164
"Popolazione residente permanente","2019","99 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",8
"Popolazione residente permanente","2019","99 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","99 anni","Donna","Celibe/nubile",105
"Popolazione residente permanente","2019","99 anni","Donna","Coniugato, in unione domestica registrata",19
"Popolazione residente permanente","2019","99 anni","Donna","Vedovo, unione domestica sciolta per decesso",818
"Popolazione residente permanente","2019","99 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",37
"Popolazione residente permanente","2019","99 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2019","100 anni o più","Uomo","Celibe/nubile",16
"Popolazione residente permanente","2019","100 anni o più","Uomo","Coniugato, in unione domestica registrata",58
"Popolazione residente permanente","2019","100 anni o più","Uomo","Vedovo, unione domestica sciolta per decesso",208
"Popolazione residente permanente","2019","100 anni o più","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",17
"Popolazione residente permanente","2019","100 anni o più","Uomo","Senza indicazione",0
"Popolazione residente permanente","2019","100 anni o più","Donna","Celibe/nubile",131
"Popolazione residente permanente","2019","100 anni o più","Donna","Coniugato, in unione domestica registrata",8
"Popolazione residente permanente","2019","100 anni o più","Donna","Vedovo, unione domestica sciolta per decesso",1137
"Popolazione residente permanente","2019","100 anni o più","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",71
"Popolazione residente permanente","2019","100 anni o più","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","0 anni","Uomo","Celibe/nubile",43494
"Popolazione residente permanente","2020","0 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","0 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","0 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","0 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","0 anni","Donna","Celibe/nubile",40880
"Popolazione residente permanente","2020","0 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","0 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","0 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","0 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","1 anno","Uomo","Celibe/nubile",44193
"Popolazione residente permanente","2020","1 anno","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","1 anno","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","1 anno","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","1 anno","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","1 anno","Donna","Celibe/nubile",42074
"Popolazione residente permanente","2020","1 anno","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","1 anno","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","1 anno","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","1 anno","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","2 anni","Uomo","Celibe/nubile",45335
"Popolazione residente permanente","2020","2 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","2 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","2 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","2 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","2 anni","Donna","Celibe/nubile",43073
"Popolazione residente permanente","2020","2 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","2 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","2 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","2 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","3 anni","Uomo","Celibe/nubile",45361
"Popolazione residente permanente","2020","3 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","3 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","3 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","3 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","3 anni","Donna","Celibe/nubile",42982
"Popolazione residente permanente","2020","3 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","3 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","3 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","3 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","4 anni","Uomo","Celibe/nubile",45885
"Popolazione residente permanente","2020","4 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","4 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","4 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","4 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","4 anni","Donna","Celibe/nubile",43841
"Popolazione residente permanente","2020","4 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","4 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","4 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","4 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","5 anni","Uomo","Celibe/nubile",45950
"Popolazione residente permanente","2020","5 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","5 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","5 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","5 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","5 anni","Donna","Celibe/nubile",43139
"Popolazione residente permanente","2020","5 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","5 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","5 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","5 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","6 anni","Uomo","Celibe/nubile",45687
"Popolazione residente permanente","2020","6 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","6 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","6 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","6 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","6 anni","Donna","Celibe/nubile",43156
"Popolazione residente permanente","2020","6 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","6 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","6 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","6 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","7 anni","Uomo","Celibe/nubile",44748
"Popolazione residente permanente","2020","7 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","7 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","7 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","7 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","7 anni","Donna","Celibe/nubile",42302
"Popolazione residente permanente","2020","7 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","7 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","7 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","7 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","8 anni","Uomo","Celibe/nubile",45350
"Popolazione residente permanente","2020","8 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","8 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","8 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","8 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","8 anni","Donna","Celibe/nubile",42467
"Popolazione residente permanente","2020","8 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","8 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","8 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","8 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","9 anni","Uomo","Celibe/nubile",44674
"Popolazione residente permanente","2020","9 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","9 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","9 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","9 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","9 anni","Donna","Celibe/nubile",42212
"Popolazione residente permanente","2020","9 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","9 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","9 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","9 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","10 anni","Uomo","Celibe/nubile",44971
"Popolazione residente permanente","2020","10 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","10 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","10 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","10 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","10 anni","Donna","Celibe/nubile",43152
"Popolazione residente permanente","2020","10 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","10 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","10 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","10 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","11 anni","Uomo","Celibe/nubile",44589
"Popolazione residente permanente","2020","11 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","11 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","11 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","11 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2020","11 anni","Donna","Celibe/nubile",42182
"Popolazione residente permanente","2020","11 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","11 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","11 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","11 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","12 anni","Uomo","Celibe/nubile",44499
"Popolazione residente permanente","2020","12 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","12 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","12 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","12 anni","Uomo","Senza indicazione",4
"Popolazione residente permanente","2020","12 anni","Donna","Celibe/nubile",41787
"Popolazione residente permanente","2020","12 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","12 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","12 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","12 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2020","13 anni","Uomo","Celibe/nubile",43362
"Popolazione residente permanente","2020","13 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","13 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","13 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","13 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","13 anni","Donna","Celibe/nubile",41134
"Popolazione residente permanente","2020","13 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","13 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","13 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","13 anni","Donna","Senza indicazione",6
"Popolazione residente permanente","2020","14 anni","Uomo","Celibe/nubile",43131
"Popolazione residente permanente","2020","14 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","14 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","14 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","14 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","14 anni","Donna","Celibe/nubile",40642
"Popolazione residente permanente","2020","14 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","14 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","14 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","14 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2020","15 anni","Uomo","Celibe/nubile",42992
"Popolazione residente permanente","2020","15 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","15 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","15 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","15 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","15 anni","Donna","Celibe/nubile",40529
"Popolazione residente permanente","2020","15 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","15 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","15 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","15 anni","Donna","Senza indicazione",4
"Popolazione residente permanente","2020","16 anni","Uomo","Celibe/nubile",42716
"Popolazione residente permanente","2020","16 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","16 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","16 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","16 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2020","16 anni","Donna","Celibe/nubile",40775
"Popolazione residente permanente","2020","16 anni","Donna","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","16 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","16 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","16 anni","Donna","Senza indicazione",3
"Popolazione residente permanente","2020","17 anni","Uomo","Celibe/nubile",42286
"Popolazione residente permanente","2020","17 anni","Uomo","Coniugato, in unione domestica registrata",0
"Popolazione residente permanente","2020","17 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","17 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","17 anni","Uomo","Senza indicazione",4
"Popolazione residente permanente","2020","17 anni","Donna","Celibe/nubile",39980
"Popolazione residente permanente","2020","17 anni","Donna","Coniugato, in unione domestica registrata",2
"Popolazione residente permanente","2020","17 anni","Donna","Vedovo, unione domestica sciolta per decesso",1
"Popolazione residente permanente","2020","17 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","17 anni","Donna","Senza indicazione",2
"Popolazione residente permanente","2020","18 anni","Uomo","Celibe/nubile",43831
"Popolazione residente permanente","2020","18 anni","Uomo","Coniugato, in unione domestica registrata",9
"Popolazione residente permanente","2020","18 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1
"Popolazione residente permanente","2020","18 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","18 anni","Uomo","Senza indicazione",1
"Popolazione residente permanente","2020","18 anni","Donna","Celibe/nubile",40981
"Popolazione residente permanente","2020","18 anni","Donna","Coniugato, in unione domestica registrata",39
"Popolazione residente permanente","2020","18 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","18 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","18 anni","Donna","Senza indicazione",1
"Popolazione residente permanente","2020","19 anni","Uomo","Celibe/nubile",44345
"Popolazione residente permanente","2020","19 anni","Uomo","Coniugato, in unione domestica registrata",36
"Popolazione residente permanente","2020","19 anni","Uomo","Vedovo, unione domestica sciolta per decesso",0
"Popolazione residente permanente","2020","19 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",0
"Popolazione residente permanente","2020","19 anni","Uomo","Senza indicazione",3
"Popolazione residente permanente","2020","19 anni","Donna","Celibe/nubile",41248
"Popolazione residente permanente","2020","19 anni","Donna","Coniugato, in unione domestica registrata",232
"Popolazione residente permanente","2020","19 anni","Donna","Vedovo, unione domestica sciolta per decesso",0
